,Age,Gender,Weight,Daily Water Intake,Physical Activity Level,Weather,Hydration Level
17460,29,Male,85,2.91,Low,Normal,Good
17461,57,Male,89,2.02,Low,Cold,Poor
17462,45,Male,61,2.42,High,Normal,Good
17463,65,Male,69,2.43,Moderate,Cold,Good
17464,68,Female,105,2.82,Low,Cold,Poor
17465,53,Male,108,3.16,Low,Hot,Poor
17466,48,Female,89,2.63,Low,Normal,Poor
17467,62,Male,65,2.23,Moderate,Normal,Good
17468,53,Male,79,2.45,Low,Normal,Good
17469,53,Male,67,3.07,High,Hot,Good
17470,47,Female,64,1.98,Moderate,Normal,Good
17471,36,Male,54,1.67,Low,Normal,Good
17472,19,Female,83,3.06,Low,Hot,Good
17473,47,Male,72,2.23,Low,Normal,Good
17474,62,Female,63,2.52,Moderate,Normal,Good
17475,58,Male,56,2.14,High,Normal,Good
17476,53,Female,65,1.5,Low,Cold,Poor
17477,58,Male,85,2.33,Low,Cold,Poor
17478,52,Female,82,1.83,Low,Normal,Poor
17479,19,Male,64,2.29,Low,Hot,Good
17480,59,Female,62,1.58,Moderate,Cold,Poor
17481,40,Male,46,3.48,High,Hot,Good
17482,61,Female,95,3.78,High,Normal,Good
17483,49,Female,109,4.42,High,Normal,Good
17484,66,Male,83,4.01,High,Hot,Good
17485,64,Male,93,3.33,High,Cold,Good
17486,24,Male,59,2.36,High,Cold,Good
17487,65,Female,101,3.63,Moderate,Normal,Good
17488,33,Female,45,1.5,Moderate,Cold,Good
17489,54,Male,89,2.62,Moderate,Normal,Poor
17490,51,Female,75,2.21,Low,Hot,Poor
17491,61,Female,67,2.03,Low,Normal,Good
17492,19,Male,55,1.74,Moderate,Cold,Good
17493,58,Male,102,3.34,Moderate,Cold,Good
17494,36,Male,95,4.05,High,Cold,Good
17495,68,Female,78,3.36,Moderate,Hot,Good
17496,36,Male,84,2.62,Moderate,Normal,Good
17497,48,Male,108,3.02,Low,Normal,Poor
17498,34,Male,82,4.48,High,Hot,Good
17499,60,Male,84,2.49,Low,Hot,Poor
17500,24,Male,74,2.85,High,Cold,Good
17501,61,Male,48,2.46,High,Normal,Good
17502,65,Male,71,1.6,Low,Normal,Poor
17503,62,Male,72,2.37,Moderate,Normal,Good
17504,61,Male,91,3.1,Moderate,Cold,Good
17505,65,Male,91,3.61,High,Normal,Good
17506,21,Female,93,4.1,High,Hot,Good
17507,18,Male,105,3.62,High,Cold,Good
17508,53,Male,52,2.23,High,Normal,Good
17509,26,Male,81,2.66,Moderate,Normal,Good
17510,45,Male,100,3.45,Moderate,Cold,Good
17511,37,Male,92,4.44,High,Hot,Good
17512,22,Female,61,2.48,High,Normal,Good
17513,55,Male,70,1.63,Low,Normal,Poor
17514,34,Male,46,1.6,High,Cold,Good
17515,52,Male,71,2.39,Low,Hot,Good
17516,63,Male,64,2.25,Low,Hot,Good
17517,46,Male,70,2.42,Moderate,Normal,Good
17518,47,Male,77,2.35,Low,Normal,Good
17519,37,Female,73,3.23,Low,Hot,Good
17520,54,Female,97,3.11,Low,Hot,Good
17521,60,Female,59,1.59,Low,Cold,Poor
17522,57,Male,101,2.66,Low,Cold,Poor
17523,54,Female,101,3.62,High,Normal,Good
17524,22,Female,87,4.06,High,Normal,Good
17525,61,Female,88,3.67,Moderate,Hot,Good
17526,47,Male,77,3.21,High,Normal,Good
17527,54,Male,94,2.8,Low,Hot,Poor
17528,24,Female,87,2.81,Moderate,Normal,Good
17529,53,Female,99,2.49,Low,Normal,Poor
17530,48,Female,53,1.5,Low,Cold,Poor
17531,26,Female,108,4.02,Low,Hot,Good
17532,44,Male,105,4.09,Moderate,Normal,Good
17533,23,Female,82,3.37,Low,Hot,Good
17534,63,Female,108,3.37,High,Cold,Good
17535,29,Female,92,4.6,High,Hot,Good
17536,23,Female,89,3.75,High,Normal,Good
17537,49,Male,47,1.5,Moderate,Cold,Good
17538,37,Male,83,3.4,High,Normal,Good
17539,53,Male,53,2.28,Low,Hot,Good
17540,28,Female,97,3.54,Low,Hot,Good
17541,19,Female,82,3.37,Low,Hot,Good
17542,50,Female,99,3.39,Low,Hot,Good
17543,38,Male,67,2.32,Low,Hot,Good
17544,49,Male,93,4.82,High,Hot,Good
17545,62,Male,71,3.6,High,Hot,Good
17546,20,Female,93,2.86,Moderate,Cold,Good
17547,47,Female,104,3.29,Moderate,Cold,Good
17548,46,Female,104,4.66,Moderate,Hot,Good
17549,59,Male,90,2.72,Moderate,Cold,Good
17550,66,Female,61,2.7,Moderate,Hot,Good
17551,44,Female,63,1.65,Moderate,Cold,Poor
17552,47,Female,90,3.0,Low,Hot,Good
17553,49,Male,97,2.65,Moderate,Cold,Poor
17554,27,Male,103,4.15,High,Normal,Good
17555,46,Male,55,3.67,High,Hot,Good
17556,32,Female,76,3.38,High,Cold,Good
17557,69,Male,45,1.85,Low,Hot,Good
17558,20,Female,74,2.74,Moderate,Cold,Good
17559,63,Female,58,1.84,Moderate,Normal,Good
17560,53,Female,87,2.37,Moderate,Normal,Poor
17561,60,Female,59,2.68,High,Hot,Good
17562,61,Female,99,3.94,Moderate,Hot,Good
17563,41,Male,102,3.3,Low,Normal,Good
17564,19,Female,78,3.12,High,Cold,Good
17565,40,Female,52,2.71,High,Cold,Good
17566,46,Male,87,3.65,Low,Hot,Good
17567,69,Female,77,1.71,Low,Cold,Poor
17568,54,Male,103,3.93,Moderate,Hot,Good
17569,65,Female,100,4.26,Moderate,Hot,Good
17570,59,Male,95,2.08,Low,Normal,Poor
17571,26,Male,84,2.85,High,Cold,Good
17572,53,Female,67,2.56,Low,Hot,Good
17573,25,Female,108,3.57,Moderate,Normal,Good
17574,62,Male,100,3.57,High,Normal,Good
17575,56,Female,61,1.99,Moderate,Cold,Good
17576,29,Male,85,1.8,Low,Cold,Poor
17577,59,Female,76,3.4,High,Normal,Good
17578,35,Female,73,3.4,High,Normal,Good
17579,54,Male,50,1.5,Low,Cold,Good
17580,26,Female,97,4.36,High,Hot,Good
17581,34,Female,77,3.89,Moderate,Hot,Good
17582,64,Male,71,2.61,Low,Hot,Good
17583,48,Male,57,2.38,Low,Hot,Good
17584,24,Male,55,2.68,High,Normal,Good
17585,66,Female,107,4.09,High,Cold,Good
17586,32,Male,53,1.5,Low,Cold,Poor
17587,69,Male,99,3.92,High,Hot,Good
17588,18,Male,108,3.59,Moderate,Cold,Good
17589,43,Male,45,2.28,Moderate,Hot,Good
17590,39,Female,82,2.75,Moderate,Cold,Good
17591,45,Male,49,2.07,High,Cold,Good
17592,39,Female,56,2.77,High,Normal,Good
17593,62,Female,105,2.87,Moderate,Normal,Poor
17594,28,Female,96,4.33,Moderate,Hot,Good
17595,31,Female,97,2.77,Low,Cold,Poor
17596,30,Female,59,2.58,Moderate,Hot,Good
17597,25,Female,91,2.81,Moderate,Normal,Good
17598,28,Female,108,4.76,Moderate,Hot,Good
17599,38,Female,80,3.28,Moderate,Hot,Good
17600,61,Male,45,1.54,Low,Normal,Good
17601,67,Male,77,1.91,Low,Normal,Poor
17602,49,Female,69,1.98,Low,Normal,Poor
17603,50,Male,108,4.04,High,Cold,Good
17604,45,Male,86,2.76,Low,Cold,Good
17605,67,Female,92,3.85,Moderate,Hot,Good
17606,47,Male,62,1.63,Moderate,Cold,Poor
17607,63,Female,55,3.08,High,Hot,Good
17608,20,Female,59,1.5,Low,Cold,Poor
17609,30,Female,77,2.82,High,Cold,Good
17610,62,Male,78,1.66,Low,Normal,Poor
17611,56,Male,90,4.37,High,Hot,Good
17612,22,Female,87,2.67,Low,Cold,Good
17613,43,Female,58,2.08,Moderate,Cold,Good
17614,44,Male,65,2.65,Low,Hot,Good
17615,61,Female,46,2.22,Low,Hot,Good
17616,38,Male,77,3.18,Moderate,Normal,Good
17617,53,Male,62,2.52,Low,Hot,Good
17618,55,Male,69,2.92,High,Normal,Good
17619,67,Female,73,2.38,Moderate,Normal,Good
17620,49,Female,87,3.83,High,Normal,Good
17621,38,Female,69,3.21,High,Normal,Good
17622,41,Female,52,1.5,Low,Cold,Poor
17623,36,Male,55,2.43,Moderate,Hot,Good
17624,18,Female,49,1.5,Low,Normal,Good
17625,37,Female,49,1.5,Low,Normal,Good
17626,47,Female,78,3.23,Moderate,Normal,Good
17627,45,Male,45,2.32,High,Cold,Good
17628,51,Male,76,2.74,Low,Hot,Good
17629,60,Female,90,3.4,High,Normal,Good
17630,39,Female,73,2.4,High,Cold,Good
17631,51,Female,89,3.15,Moderate,Hot,Good
17632,38,Male,65,2.12,Low,Normal,Good
17633,46,Male,77,4.31,High,Hot,Good
17634,43,Female,89,2.65,Low,Normal,Poor
17635,26,Female,45,1.5,Low,Normal,Good
17636,39,Female,76,3.55,Moderate,Hot,Good
17637,66,Male,74,2.11,Moderate,Normal,Poor
17638,29,Male,65,1.51,Low,Normal,Poor
17639,55,Female,102,2.37,Low,Cold,Poor
17640,23,Male,107,3.72,Low,Hot,Good
17641,57,Male,73,3.55,High,Hot,Good
17642,49,Male,99,2.72,Low,Cold,Poor
17643,66,Female,57,2.11,High,Normal,Good
17644,32,Female,75,3.36,Moderate,Hot,Good
17645,62,Male,57,1.64,Moderate,Normal,Poor
17646,38,Female,59,1.5,Low,Normal,Poor
17647,59,Male,52,1.5,Low,Normal,Poor
17648,38,Female,61,2.72,High,Cold,Good
17649,38,Male,88,3.43,Moderate,Hot,Good
17650,45,Male,65,1.8,Low,Cold,Poor
17651,39,Male,101,3.74,Moderate,Normal,Good
17652,47,Female,109,3.51,Low,Hot,Good
17653,20,Female,103,3.42,Low,Hot,Good
17654,22,Male,62,2.93,Moderate,Hot,Good
17655,45,Male,104,3.13,Low,Cold,Good
17656,35,Female,86,3.78,High,Hot,Good
17657,20,Male,100,4.39,Moderate,Hot,Good
17658,40,Male,106,3.85,Moderate,Normal,Good
17659,41,Female,72,2.88,Moderate,Hot,Good
17660,44,Female,89,3.25,Low,Hot,Good
17661,52,Male,106,3.26,High,Cold,Good
17662,19,Female,109,2.98,Low,Cold,Poor
17663,33,Male,85,3.02,Low,Hot,Good
17664,22,Female,49,1.78,High,Cold,Good
17665,33,Female,53,1.5,Moderate,Cold,Poor
17666,36,Male,80,1.97,Low,Cold,Poor
17667,26,Male,60,2.91,High,Cold,Good
17668,23,Male,77,3.48,High,Normal,Good
17669,53,Female,86,2.41,Low,Normal,Poor
17670,53,Male,78,3.55,Moderate,Hot,Good
17671,60,Male,101,2.82,Low,Cold,Poor
17672,64,Male,95,2.6,Moderate,Cold,Poor
17673,44,Female,98,3.47,High,Normal,Good
17674,51,Male,67,1.5,Low,Cold,Poor
17675,34,Female,106,3.52,Low,Hot,Good
17676,61,Female,47,2.97,High,Hot,Good
17677,65,Female,52,1.5,Low,Normal,Poor
17678,32,Female,49,1.5,Low,Normal,Good
17679,56,Female,56,2.69,High,Hot,Good
17680,25,Female,78,2.15,Low,Cold,Poor
17681,67,Female,56,2.12,High,Normal,Good
17682,35,Female,63,2.2,Low,Hot,Good
17683,33,Female,85,1.93,Low,Cold,Poor
17684,61,Female,109,3.33,Low,Hot,Good
17685,52,Female,83,2.49,Moderate,Cold,Good
17686,22,Female,55,2.67,High,Cold,Good
17687,57,Female,48,2.04,Moderate,Hot,Good
17688,42,Male,102,4.23,High,Normal,Good
17689,41,Female,108,3.13,Low,Cold,Poor
17690,51,Male,102,3.64,Moderate,Hot,Good
17691,59,Female,79,2.97,Moderate,Hot,Good
17692,42,Male,72,2.59,High,Cold,Good
17693,44,Female,52,2.51,Moderate,Hot,Good
17694,47,Female,53,2.23,Moderate,Normal,Good
17695,42,Male,61,2.23,Moderate,Normal,Good
17696,39,Male,54,2.17,Moderate,Normal,Good
17697,59,Female,72,2.58,Moderate,Hot,Good
17698,28,Female,53,1.5,Low,Normal,Poor
17699,22,Female,82,2.86,Moderate,Normal,Good
17700,44,Female,108,4.6,High,Hot,Good
17701,69,Female,82,2.74,Moderate,Cold,Good
17702,36,Female,69,1.89,Moderate,Cold,Poor
17703,52,Male,95,2.86,Moderate,Normal,Good
17704,30,Male,93,3.67,High,Normal,Good
17705,42,Male,85,2.83,Moderate,Cold,Good
17706,26,Female,68,3.98,High,Hot,Good
17707,49,Female,61,2.23,High,Cold,Good
17708,25,Female,50,3.11,Moderate,Hot,Good
17709,41,Male,94,2.68,Low,Cold,Poor
17710,28,Male,90,3.66,High,Cold,Good
17711,30,Female,103,3.7,Moderate,Cold,Good
17712,29,Male,70,2.75,Moderate,Normal,Good
17713,54,Male,67,1.5,Low,Normal,Poor
17714,27,Male,79,3.29,Low,Hot,Good
17715,45,Female,45,1.9,Moderate,Normal,Good
17716,58,Male,67,3.73,High,Hot,Good
17717,40,Male,51,2.37,Low,Hot,Good
17718,25,Female,87,3.67,High,Normal,Good
17719,53,Female,85,3.37,Moderate,Hot,Good
17720,44,Female,58,1.7,Moderate,Cold,Poor
17721,32,Male,98,3.57,Moderate,Normal,Good
17722,29,Male,83,3.72,High,Normal,Good
17723,58,Female,59,2.07,High,Normal,Good
17724,51,Male,88,2.46,Moderate,Normal,Poor
17725,23,Male,81,3.89,High,Hot,Good
17726,45,Male,48,2.96,Moderate,Hot,Good
17727,37,Female,80,3.87,High,Normal,Good
17728,67,Female,76,2.83,High,Normal,Good
17729,30,Male,105,4.28,Low,Hot,Good
17730,36,Male,98,4.19,High,Normal,Good
17731,21,Male,92,2.34,Low,Normal,Poor
17732,61,Male,78,2.46,Moderate,Cold,Good
17733,27,Male,50,2.67,High,Cold,Good
17734,66,Female,80,2.93,High,Normal,Good
17735,66,Female,99,3.01,High,Cold,Good
17736,39,Male,88,2.97,Moderate,Normal,Good
17737,24,Female,92,3.08,Low,Normal,Good
17738,38,Male,89,3.57,High,Normal,Good
17739,58,Female,80,1.78,Low,Cold,Poor
17740,35,Male,75,2.43,Moderate,Normal,Good
17741,26,Female,64,2.16,Low,Normal,Good
17742,69,Female,45,1.92,High,Normal,Good
17743,53,Female,58,1.6,Moderate,Normal,Poor
17744,27,Male,93,4.93,High,Hot,Good
17745,56,Female,86,2.44,Moderate,Normal,Poor
17746,42,Female,80,3.43,Moderate,Hot,Good
17747,52,Male,55,1.55,Moderate,Normal,Poor
17748,58,Female,67,2.89,High,Cold,Good
17749,41,Male,108,4.88,Moderate,Hot,Good
17750,57,Male,82,2.28,Moderate,Normal,Poor
17751,55,Female,46,1.5,Moderate,Cold,Good
17752,54,Male,105,2.94,Low,Normal,Poor
17753,47,Female,60,2.21,Low,Normal,Good
17754,57,Male,58,2.14,High,Normal,Good
17755,54,Male,102,2.33,Low,Normal,Poor
17756,39,Male,100,3.43,Moderate,Cold,Good
17757,31,Female,67,3.07,High,Cold,Good
17758,53,Female,68,1.75,Low,Cold,Poor
17759,58,Male,59,1.6,Low,Normal,Poor
17760,69,Female,78,1.63,Low,Cold,Poor
17761,50,Female,65,2.46,Moderate,Normal,Good
17762,66,Female,104,3.83,Moderate,Hot,Good
17763,48,Female,78,3.41,High,Normal,Good
17764,47,Male,49,1.94,Moderate,Normal,Good
17765,40,Female,105,3.87,Moderate,Normal,Good
17766,30,Male,53,2.58,Moderate,Hot,Good
17767,52,Female,62,2.48,High,Normal,Good
17768,58,Female,60,2.76,Moderate,Hot,Good
17769,35,Male,95,3.58,High,Cold,Good
17770,35,Male,98,3.49,High,Cold,Good
17771,66,Male,99,3.44,High,Normal,Good
17772,39,Male,59,1.96,Moderate,Cold,Good
17773,55,Female,52,2.23,High,Cold,Good
17774,53,Female,81,3.15,High,Normal,Good
17775,37,Female,69,2.65,Low,Hot,Good
17776,64,Female,65,2.5,Moderate,Hot,Good
17777,64,Male,103,2.97,Low,Cold,Poor
17778,59,Male,96,3.57,Moderate,Normal,Good
17779,45,Male,80,3.82,Moderate,Hot,Good
17780,43,Female,57,1.51,Low,Normal,Poor
17781,51,Female,108,2.52,Low,Normal,Poor
17782,40,Male,102,3.24,Low,Normal,Good
17783,42,Male,90,4.0,High,Normal,Good
17784,54,Female,85,2.05,Moderate,Cold,Poor
17785,47,Female,51,1.9,Low,Normal,Good
17786,64,Male,104,2.82,Low,Normal,Poor
17787,40,Female,66,2.53,Low,Hot,Good
17788,45,Female,89,3.38,High,Normal,Good
17789,69,Female,90,3.49,High,Cold,Good
17790,32,Male,56,1.6,Low,Normal,Poor
17791,36,Male,74,2.22,Low,Normal,Good
17792,35,Female,107,4.21,High,Cold,Good
17793,31,Male,107,3.89,Moderate,Cold,Good
17794,28,Female,83,4.5,High,Hot,Good
17795,27,Male,64,2.88,Low,Hot,Good
17796,56,Female,72,2.53,Moderate,Cold,Good
17797,23,Male,106,4.49,Moderate,Hot,Good
17798,21,Male,69,3.01,Low,Hot,Good
17799,55,Female,103,3.52,Moderate,Hot,Good
17800,29,Male,73,3.32,High,Cold,Good
17801,26,Male,90,3.02,Moderate,Cold,Good
17802,18,Female,86,3.26,Low,Hot,Good
17803,45,Male,105,2.57,Low,Cold,Poor
17804,31,Male,89,3.11,Moderate,Cold,Good
17805,56,Female,86,2.07,Low,Cold,Poor
17806,55,Male,101,4.21,High,Hot,Good
17807,59,Female,107,2.79,Moderate,Cold,Poor
17808,39,Female,82,3.01,High,Cold,Good
17809,20,Female,74,2.5,Moderate,Normal,Good
17810,25,Male,98,3.18,Low,Hot,Good
17811,25,Female,58,2.55,Moderate,Hot,Good
17812,40,Female,68,2.65,Low,Hot,Good
17813,21,Male,70,2.31,High,Cold,Good
17814,55,Male,78,3.56,Moderate,Hot,Good
17815,20,Male,80,3.42,Low,Hot,Good
17816,43,Male,47,2.71,High,Normal,Good
17817,26,Female,90,2.77,Moderate,Cold,Good
17818,20,Female,46,3.1,High,Hot,Good
17819,46,Female,77,2.97,Moderate,Cold,Good
17820,64,Male,97,2.9,High,Cold,Poor
17821,38,Female,79,2.09,Low,Cold,Poor
17822,39,Female,64,2.4,High,Cold,Good
17823,63,Male,52,2.12,Moderate,Normal,Good
17824,68,Female,109,3.49,Moderate,Cold,Good
17825,64,Male,87,3.5,High,Cold,Good
17826,35,Female,63,2.15,Moderate,Cold,Good
17827,45,Female,47,2.66,High,Normal,Good
17828,30,Male,71,2.5,Moderate,Normal,Good
17829,56,Male,102,4.04,Moderate,Hot,Good
17830,46,Male,66,2.3,Low,Hot,Good
17831,37,Female,82,3.3,Low,Hot,Good
17832,66,Male,67,2.29,Low,Hot,Good
17833,34,Female,81,2.78,Low,Normal,Good
17834,64,Female,72,3.69,High,Hot,Good
17835,37,Female,60,2.05,Low,Normal,Good
17836,32,Female,106,4.69,High,Hot,Good
17837,19,Male,97,4.02,Moderate,Hot,Good
17838,45,Male,62,2.35,High,Cold,Good
17839,58,Female,83,1.83,Low,Normal,Poor
17840,61,Female,54,1.54,Moderate,Cold,Poor
17841,30,Female,103,3.39,Low,Normal,Good
17842,59,Male,82,2.63,High,Cold,Good
17843,19,Female,50,2.63,Moderate,Hot,Good
17844,61,Male,74,2.25,Moderate,Normal,Good
17845,52,Male,81,2.77,Moderate,Normal,Good
17846,67,Female,62,1.8,Low,Hot,Poor
17847,51,Female,99,3.87,Low,Hot,Good
17848,68,Female,102,2.71,Low,Normal,Poor
17849,33,Male,69,3.46,High,Hot,Good
17850,37,Female,99,2.68,Moderate,Cold,Poor
17851,44,Male,70,3.41,Moderate,Hot,Good
17852,42,Male,70,2.57,Moderate,Normal,Good
17853,64,Male,45,3.22,High,Hot,Good
17854,41,Male,74,2.78,Moderate,Normal,Good
17855,40,Male,46,3.04,Moderate,Hot,Good
17856,36,Male,65,3.96,High,Hot,Good
17857,38,Female,84,3.81,High,Normal,Good
17858,42,Male,77,3.59,High,Normal,Good
17859,34,Male,64,2.35,Moderate,Cold,Good
17860,62,Male,45,1.93,High,Normal,Good
17861,35,Female,50,1.76,Low,Normal,Good
17862,39,Male,55,1.94,High,Cold,Good
17863,26,Female,57,2.37,Moderate,Cold,Good
17864,24,Female,90,3.04,High,Cold,Good
17865,59,Male,75,2.6,High,Cold,Good
17866,26,Female,52,2.84,High,Normal,Good
17867,39,Female,62,3.17,High,Hot,Good
17868,66,Male,55,2.33,High,Cold,Good
17869,46,Female,99,3.45,Moderate,Cold,Good
17870,68,Female,50,2.6,High,Normal,Good
17871,51,Male,108,4.56,High,Hot,Good
17872,54,Male,52,2.39,High,Normal,Good
17873,57,Male,90,3.68,High,Hot,Good
17874,28,Female,80,3.96,Moderate,Hot,Good
17875,33,Female,74,2.76,Low,Hot,Good
17876,66,Male,81,2.64,Moderate,Cold,Good
17877,45,Female,65,1.5,Low,Cold,Poor
17878,53,Male,55,1.67,High,Cold,Good
17879,19,Male,69,2.16,Moderate,Cold,Good
17880,47,Female,61,2.75,High,Normal,Good
17881,35,Male,84,3.03,Moderate,Normal,Good
17882,41,Female,87,2.12,Low,Cold,Poor
17883,59,Male,63,2.3,High,Cold,Good
17884,45,Male,73,2.17,Moderate,Cold,Poor
17885,24,Male,52,2.15,High,Normal,Good
17886,60,Female,94,2.37,Low,Normal,Poor
17887,61,Male,80,2.39,Moderate,Normal,Poor
17888,40,Male,63,2.1,Low,Hot,Good
17889,32,Male,102,3.77,High,Cold,Good
17890,25,Male,107,2.46,Low,Cold,Poor
17891,61,Male,80,2.01,Moderate,Cold,Poor
17892,44,Male,101,4.03,Low,Hot,Good
17893,51,Male,95,3.69,Moderate,Hot,Good
17894,69,Male,54,1.68,Low,Normal,Good
17895,29,Male,85,2.67,Low,Normal,Good
17896,54,Male,84,3.13,Moderate,Normal,Good
17897,30,Female,74,2.48,Moderate,Normal,Good
17898,20,Male,87,2.58,Low,Cold,Poor
17899,31,Female,74,3.09,Moderate,Normal,Good
17900,54,Male,50,1.5,Low,Cold,Good
17901,54,Female,45,1.5,Low,Normal,Good
17902,63,Female,70,3.71,High,Hot,Good
17903,34,Female,108,3.49,Moderate,Normal,Good
17904,28,Female,62,2.34,High,Cold,Good
17905,61,Female,94,3.17,Moderate,Cold,Good
17906,37,Male,106,4.14,High,Cold,Good
17907,42,Female,109,5.29,High,Hot,Good
17908,20,Female,102,3.31,High,Cold,Good
17909,49,Male,91,3.37,High,Cold,Good
17910,25,Female,106,3.12,Low,Normal,Poor
17911,25,Female,69,3.2,High,Cold,Good
17912,36,Male,85,3.88,High,Hot,Good
17913,47,Female,51,1.5,Moderate,Cold,Poor
17914,38,Female,94,3.08,Moderate,Cold,Good
17915,34,Female,65,2.88,Low,Hot,Good
17916,24,Male,82,4.03,Moderate,Hot,Good
17917,29,Female,66,3.22,High,Normal,Good
17918,60,Male,49,1.5,High,Cold,Good
17919,61,Female,49,2.56,High,Normal,Good
17920,41,Female,65,2.36,Low,Normal,Good
17921,22,Female,106,3.33,Low,Normal,Good
17922,52,Male,49,1.5,Moderate,Cold,Good
17923,50,Male,66,1.94,Moderate,Cold,Poor
17924,22,Female,54,3.4,High,Hot,Good
17925,63,Female,81,1.64,Low,Normal,Poor
17926,37,Male,48,1.62,Low,Normal,Good
17927,48,Male,78,3.21,Moderate,Normal,Good
17928,58,Male,80,2.65,High,Normal,Good
17929,27,Female,61,3.58,High,Hot,Good
17930,69,Female,67,3.75,High,Hot,Good
17931,60,Male,80,2.31,Moderate,Cold,Poor
17932,64,Female,71,1.68,Low,Normal,Poor
17933,69,Female,88,3.46,High,Cold,Good
17934,63,Male,107,3.77,Moderate,Normal,Good
17935,22,Female,78,3.72,High,Hot,Good
17936,53,Female,48,1.5,Low,Cold,Good
17937,67,Male,81,2.74,Low,Hot,Good
17938,32,Male,94,3.88,Low,Hot,Good
17939,43,Male,69,4.13,High,Hot,Good
17940,26,Female,81,3.75,High,Hot,Good
17941,44,Female,57,1.52,Moderate,Cold,Poor
17942,40,Female,99,4.9,High,Hot,Good
17943,37,Male,62,2.34,Low,Hot,Good
17944,43,Female,46,2.33,Moderate,Normal,Good
17945,50,Female,90,2.94,High,Cold,Good
17946,47,Female,107,3.5,Low,Normal,Good
17947,59,Female,77,3.65,High,Hot,Good
17948,65,Female,48,3.25,High,Hot,Good
17949,51,Male,73,3.08,High,Cold,Good
17950,43,Male,85,4.45,High,Hot,Good
17951,54,Female,88,3.33,High,Normal,Good
17952,49,Male,95,2.21,Low,Cold,Poor
17953,61,Female,81,3.03,High,Cold,Good
17954,31,Female,61,1.5,Low,Normal,Poor
17955,32,Female,105,3.73,Moderate,Normal,Good
17956,25,Male,47,2.03,High,Normal,Good
17957,44,Female,53,2.7,Moderate,Hot,Good
17958,28,Female,47,2.32,High,Normal,Good
17959,45,Female,99,3.47,Moderate,Normal,Good
17960,47,Male,82,2.89,High,Cold,Good
17961,53,Male,104,2.38,Low,Normal,Poor
17962,66,Male,59,1.83,Low,Normal,Good
17963,37,Male,72,2.12,Low,Normal,Poor
17964,35,Male,80,3.51,Low,Hot,Good
17965,44,Male,109,3.47,High,Cold,Good
17966,63,Male,54,2.03,Moderate,Hot,Good
17967,27,Male,60,2.11,Low,Normal,Good
17968,37,Male,69,2.06,Low,Normal,Poor
17969,29,Male,109,3.57,Moderate,Normal,Good
17970,20,Male,65,1.91,Moderate,Cold,Poor
17971,32,Male,48,1.66,Low,Hot,Good
17972,25,Male,68,2.78,Low,Hot,Good
17973,36,Female,68,2.47,Moderate,Cold,Good
17974,62,Female,65,1.96,High,Cold,Good
17975,48,Male,63,2.3,Moderate,Cold,Good
17976,63,Male,94,3.9,Moderate,Hot,Good
17977,45,Male,65,2.32,High,Cold,Good
17978,52,Male,45,2.78,High,Hot,Good
17979,45,Male,48,1.5,Moderate,Normal,Good
17980,52,Male,96,2.85,Moderate,Cold,Poor
17981,38,Female,100,3.74,High,Normal,Good
17982,26,Male,77,2.43,Low,Cold,Good
17983,23,Female,91,4.19,High,Hot,Good
17984,30,Male,53,2.49,Low,Hot,Good
17985,48,Female,108,3.32,Moderate,Normal,Good
17986,56,Female,57,2.08,High,Cold,Good
17987,58,Male,91,3.27,High,Normal,Good
17988,52,Male,79,2.9,Moderate,Normal,Good
17989,41,Male,80,3.32,Moderate,Hot,Good
17990,56,Female,48,1.5,Moderate,Cold,Good
17991,60,Female,102,2.87,Low,Cold,Poor
17992,26,Male,66,2.8,Moderate,Normal,Good
17993,53,Female,79,2.54,Moderate,Normal,Good
17994,58,Female,99,3.19,High,Cold,Good
17995,20,Male,108,4.42,Moderate,Hot,Good
17996,35,Female,47,1.56,Moderate,Normal,Good
17997,56,Female,108,3.53,High,Cold,Good
17998,34,Female,104,4.21,High,Normal,Good
17999,62,Male,49,1.84,Moderate,Normal,Good
18000,21,Male,58,2.73,Low,Hot,Good
18001,39,Male,49,2.96,Moderate,Hot,Good
18002,38,Female,68,2.55,Moderate,Cold,Good
18003,43,Male,84,3.53,Low,Hot,Good
18004,62,Male,74,1.55,Low,Cold,Poor
18005,26,Male,82,2.36,Low,Normal,Poor
18006,39,Male,100,4.14,Low,Hot,Good
18007,38,Female,56,2.06,Low,Normal,Good
18008,28,Male,71,1.98,Low,Cold,Poor
18009,24,Female,109,4.06,High,Normal,Good
18010,31,Male,78,2.78,Moderate,Cold,Good
18011,68,Female,100,2.19,Low,Cold,Poor
18012,47,Male,92,3.8,Low,Hot,Good
18013,28,Female,64,2.28,Low,Hot,Good
18014,51,Female,86,2.58,Low,Hot,Good
18015,34,Female,56,2.03,Low,Hot,Good
18016,31,Female,48,2.27,High,Cold,Good
18017,35,Male,58,1.5,Low,Cold,Poor
18018,37,Male,45,2.17,High,Normal,Good
18019,34,Male,61,1.94,Low,Cold,Good
18020,37,Male,103,3.76,Low,Hot,Good
18021,30,Male,91,2.9,Low,Normal,Good
18022,30,Female,84,3.53,Moderate,Hot,Good
18023,68,Female,46,1.87,High,Normal,Good
18024,59,Male,61,1.5,Low,Cold,Poor
18025,64,Male,45,1.5,Low,Normal,Good
18026,69,Male,90,2.22,Low,Cold,Poor
18027,57,Male,95,2.14,Low,Normal,Poor
